,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,label,sums,counts
663,865,0,0,0,9,8,0,0,1,10,0,0,4,0,0,0,0,1,0,0,0,0,0,10,6,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8,0,0,0,0,0,0,0,20,4,0,5,5,5,0,0,0,0,0,2,4,0,0,6,0,0,4,0,0,1,0,3,3,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,1,0,0,0,0,0,0,0,0,0,12,2,6,7,8,4,31,3,3,4,4,2,4,8,1,1,2,0,0,1,0,6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,375,166
664,1030,0,0,0,10,8,0,0,0,10,0,0,2,0,1,0,0,1,0,0,0,0,9,7,4,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,7,0,0,0,0,0,0,0,25,0,0,7,4,10,0,0,0,0,0,2,8,0,1,4,1,1,1,2,0,0,0,2,2,2,0,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,6,5,4,34,1,3,3,2,1,8,24,2,0,1,1,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,375,196
665,2126,0,0,0,11,12,0,0,2,8,2,4,2,1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,23,5,0,5,6,6,0,0,0,0,0,0,2,0,1,8,1,1,6,2,0,1,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,6,9,9,6,6,29,3,1,8,1,3,2,19,1,1,2,0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,375,120
666,634,0,0,0,9,5,0,0,2,9,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,9,0,0,0,0,0,0,0,22,2,0,8,4,6,0,0,0,0,0,1,1,0,0,0,0,0,9,1,0,2,1,1,0,1,0,1,2,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,6,4,2,30,3,3,2,1,2,0,25,5,1,1,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,375,184
667,690,0,0,0,9,0,2,0,1,9,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,21,2,0,5,3,5,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,2,0,4,1,1,0,0,5,1,3,0,0,1,1,0,0,1,0,0,0,1,1,1,3,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,6,0,6,28,7,1,2,4,2,0,27,1,0,0,2,0,1,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,375,184
668,648,0,0,0,9,8,0,0,2,9,1,0,3,0,1,0,0,0,1,0,0,0,9,0,1,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,22,1,0,10,6,6,0,0,0,0,0,3,0,0,0,1,2,0,3,0,0,1,0,0,1,0,0,1,3,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,2,2,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,7,0,0,0,0,0,0,0,0,0,1,0,0,11,4,8,9,6,1,23,0,1,4,2,1,3,26,1,0,1,1,0,0,1,2,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,375,184
669,490,0,0,0,8,8,0,0,2,10,2,9,1,0,0,0,2,2,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,1,0,0,0,0,0,0,27,3,0,13,8,9,0,0,0,0,0,4,4,0,2,0,0,2,3,1,0,2,0,1,0,0,0,2,0,0,1,0,0,1,1,4,0,0,4,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,8,5,7,1,0,2,24,1,1,3,3,4,2,33,1,1,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,375,154
670,536,0,0,0,9,0,10,0,1,9,3,1,1,0,0,0,0,3,1,0,2,0,3,0,4,0,0,2,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,6,1,0,0,0,0,0,0,17,0,0,7,6,4,0,0,0,0,0,1,5,0,2,5,0,2,3,2,0,4,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,5,0,8,1,0,0,0,0,0,0,0,0,0,0,0,11,9,10,1,6,2,21,1,2,3,8,6,1,18,0,0,0,1,1,0,0,4,2,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,375,154
671,7564,0,0,0,9,9,0,0,1,10,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,22,1,0,13,5,7,0,0,0,0,0,1,1,0,2,0,2,1,5,0,0,1,0,3,8,0,1,0,1,0,3,0,0,1,1,2,0,2,0,0,1,0,0,0,2,2,0,1,1,0,0,1,1,0,0,1,0,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,9,9,3,27,1,3,3,2,2,0,17,1,2,1,2,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,375,128
672,2051,0,0,0,10,0,11,0,2,10,0,0,3,1,0,0,0,1,4,0,0,0,7,0,5,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,20,2,0,8,5,2,0,0,0,0,0,1,4,0,1,6,1,2,3,4,0,1,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,3,7,2,30,3,0,2,4,3,0,21,1,0,3,0,0,0,0,5,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,375,105
673,858,0,0,0,9,10,0,0,2,10,1,0,1,0,0,0,1,1,1,0,0,0,10,0,1,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,30,0,0,7,9,10,0,0,0,0,0,2,4,0,0,1,0,0,6,2,0,3,0,3,2,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,8,3,7,4,3,3,26,2,1,5,2,1,1,35,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,374,166
674,2445,0,0,0,9,0,1,0,2,8,0,0,1,0,0,0,0,1,0,0,0,0,1,13,4,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,29,2,0,9,8,6,0,0,0,0,0,2,2,1,2,4,2,2,6,0,0,3,0,2,1,1,1,1,2,0,3,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8,6,4,4,26,5,2,4,1,0,1,22,0,3,1,1,0,1,1,6,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,374,107
675,894,0,0,0,10,0,5,0,1,10,1,7,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8,0,0,0,0,0,0,0,27,3,0,12,5,10,0,0,0,0,0,0,2,0,4,4,1,4,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,7,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,1,4,6,27,5,0,2,6,2,2,23,1,1,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,374,166
676,1998,0,0,0,9,10,1,0,1,10,1,0,3,0,1,0,0,0,1,0,0,0,0,0,6,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,22,5,0,8,3,6,0,0,0,0,0,0,3,0,0,7,1,0,4,1,0,0,0,0,3,0,0,0,1,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,3,4,9,26,1,4,0,9,4,1,14,3,1,0,7,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,374,105
677,1795,0,0,0,9,0,3,0,0,7,2,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,7,0,0,0,0,0,0,0,16,0,0,5,4,5,0,0,0,0,0,2,2,0,2,0,2,2,3,1,0,0,0,0,1,1,1,0,0,0,3,0,5,0,0,6,0,3,0,0,0,1,0,2,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,13,13,7,4,5,8,22,1,4,3,1,1,3,19,1,0,2,1,0,2,9,11,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,374,131
678,3976,0,0,0,9,16,0,0,1,11,0,0,4,0,1,0,0,0,1,0,2,0,0,0,4,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,20,3,0,9,5,2,0,0,0,0,0,2,10,0,3,4,0,3,10,3,0,0,0,2,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,4,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,8,7,3,33,1,5,2,1,2,0,7,3,0,1,2,0,0,2,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,374,258
679,606,0,0,0,10,12,0,0,2,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,9,0,0,1,0,0,0,0,23,1,0,4,5,5,0,0,0,0,0,3,3,0,3,4,1,3,6,1,0,1,2,2,0,0,0,2,0,1,5,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,7,0,0,0,0,0,1,0,0,0,0,0,0,10,9,6,5,4,4,28,4,2,5,1,0,0,10,0,2,0,2,0,0,4,11,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,374,184
680,7510,0,0,0,9,1,6,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0,2,11,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,21,0,0,7,6,5,0,0,0,0,0,0,6,1,0,4,0,0,5,3,0,1,0,2,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,3,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,4,4,3,30,2,2,3,6,2,1,16,0,1,0,1,1,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,374,128
681,137,0,0,0,8,0,9,0,1,12,0,0,1,1,0,0,0,2,2,0,0,0,9,2,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,5,0,4,4,5,0,0,0,0,0,0,3,0,0,2,2,0,7,2,0,1,0,2,0,1,1,1,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,7,4,2,25,3,3,7,5,1,2,20,3,2,1,3,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,374,251
682,576,0,0,0,9,0,0,0,1,9,1,0,1,2,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,11,0,0,1,5,0,0,0,0,0,0,0,17,2,0,9,5,1,0,0,0,0,0,0,0,0,4,2,2,2,4,0,0,2,1,1,2,1,0,1,1,0,2,1,3,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,9,9,5,30,1,6,7,1,3,1,21,4,0,0,0,0,0,0,4,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,374,154
683,7322,0,0,0,8,7,0,0,1,10,1,0,2,1,1,0,0,1,3,0,0,0,11,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,21,5,0,9,6,4,0,0,0,0,0,0,1,0,2,5,2,2,4,2,0,0,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,2,9,2,6,0,28,0,2,2,1,1,1,25,0,0,1,0,0,1,0,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,374,162
684,2755,0,0,0,9,0,8,0,1,9,2,0,0,2,0,0,1,2,2,0,0,0,2,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,0,27,0,0,6,9,4,0,0,0,0,0,2,4,0,0,0,5,0,10,0,0,2,0,0,3,0,0,0,1,2,2,0,1,0,0,5,0,3,6,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,6,9,3,30,8,0,5,3,0,2,24,3,0,1,2,0,2,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,374,109
685,195,0,0,0,10,2,5,0,1,7,1,0,1,2,0,0,0,1,2,0,1,0,2,6,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,24,0,0,12,8,5,0,0,0,0,0,0,2,0,1,0,7,1,4,1,0,3,0,0,0,1,1,0,1,0,2,0,0,0,0,6,0,2,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,2,1,6,24,5,1,4,8,3,0,23,0,0,1,3,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,374,251
686,183,0,0,0,12,0,1,0,2,9,0,0,2,1,2,0,0,0,5,0,0,0,11,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,24,2,0,7,7,4,0,0,0,0,0,3,2,0,2,2,2,2,5,1,0,1,0,0,3,0,0,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,4,6,2,33,1,2,2,1,1,3,29,1,2,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,374,251
687,2006,0,0,0,9,6,2,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,9,3,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,24,1,0,10,7,4,0,0,0,0,0,2,1,0,2,1,0,3,5,3,0,2,1,1,1,0,1,1,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,3,1,0,1,1,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,1,0,12,9,10,5,2,1,29,0,3,1,2,2,4,31,1,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,374,105
